# RNA expression levels in TPM (transcripts per million transcripts)
# At 0'..30' time points after rifampin inhibition of RNA synthesis
#
gene	class	0m	3m	6m	9m	12m	15m	18m	21m	24m	27m	30m
qvqP	middle	919.16	1113.47	1142.16	1276.53	1291.12	1288.68	1260.16	1255.99	1204.28	1111.18	1090.61
tfqJ	early	19.00	10.00	2.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
epcH	early	41.01	32.98	29.98	23.97	20.95	13.99	9.98	6.99	2.00	0.00	2.00
bovT	early	20.00	10.00	7.99	4.00	2.00	1.00	2.00	0.00	0.00	1.00	0.00
ybuY	early	70.01	42.98	50.96	34.96	20.95	14.98	10.98	10.98	4.00	4.00	3.00
ghmX	early	197.04	161.92	160.88	138.84	127.71	87.91	63.86	50.92	42.97	21.98	24.01
hpcG	middle	303.05	335.84	312.77	300.65	247.45	202.79	194.56	180.71	149.91	124.91	101.06
sdrY	middle	26.00	32.98	33.98	29.97	32.93	27.97	26.94	15.97	11.99	14.99	15.01
zydU	middle	337.06	372.82	426.69	420.52	434.03	442.55	371.16	363.42	320.81	277.80	293.16
xuqX	early	47.01	15.99	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
zlsM	middle	22.00	22.99	16.99	9.99	8.98	6.99	2.99	1.00	0.00	0.00	0.00
dvoY	early	33.01	22.99	14.99	15.98	14.97	17.98	15.96	17.97	14.99	11.99	7.00
zobX	middle	52.01	67.97	48.96	70.92	78.82	67.93	52.88	41.93	57.97	53.96	61.03
tapX	early	60.01	15.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dksQ	early	58.01	40.98	38.97	26.97	18.96	15.98	13.97	3.00	3.00	5.00	2.00
zpgT	early	9.00	8.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
vxlV	middle	2.00	4.00	0.00	1.00	3.99	5.99	4.99	3.00	3.00	6.00	5.00
rgtS	early	7.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ecnY	early	726.13	443.79	260.81	124.86	60.86	35.96	24.94	13.98	3.00	3.00	4.00
jwxY	middle	4.00	5.00	5.00	3.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
qlgF	early	236.04	59.97	12.99	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gqcR	middle	44.01	47.98	51.96	42.95	36.92	20.98	15.96	10.98	9.99	11.99	3.00
ojqJ	early	136.02	130.94	101.93	86.90	72.84	74.92	51.88	47.92	37.98	47.96	25.01
uxhY	early	5.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
fwvJ	early	135.02	110.95	83.94	80.91	58.87	34.96	25.94	19.97	13.99	6.99	5.00
nwoU	late	37.01	35.98	60.96	80.91	102.77	107.89	120.73	124.80	169.90	196.86	243.14
mhqG	early	40.01	16.99	14.99	8.99	2.00	3.00	2.99	0.00	0.00	0.00	0.00
ehpD	early	765.14	328.84	92.93	47.94	11.97	4.99	1.00	1.00	0.00	0.00	0.00
diqG	early	170.03	160.92	139.90	95.89	80.82	62.94	34.92	33.95	30.98	20.98	13.01
rupW	middle	16.00	25.99	22.98	23.97	25.94	24.97	30.93	29.95	20.99	25.98	25.01
gdwI	early	28.01	10.99	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xugL	early	236.04	139.93	85.94	41.95	23.95	9.99	2.00	1.00	1.00	1.00	0.00
gqoO	early	32.01	16.99	29.98	22.97	19.96	20.98	13.97	15.97	12.99	7.99	11.01
hgkZ	late	47.01	45.98	87.94	71.92	72.84	114.88	117.73	118.81	134.92	133.90	147.08
vsdP	early	11.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dffI	early	17.00	5.00	6.99	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
hxaB	early	61.01	31.98	22.98	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
wnbV	middle	78.01	69.97	78.94	66.92	56.87	45.95	46.89	24.96	25.98	26.98	23.01
ynyA	early	95.02	48.98	41.97	25.97	7.98	5.99	7.98	3.99	2.00	1.00	0.00
yilG	early	20.00	16.99	3.00	3.00	2.00	1.00	2.00	1.00	1.00	0.00	0.00
fpzL	middle	12.00	10.00	14.99	6.99	7.98	8.99	6.98	5.99	0.00	1.00	2.00
sexN	late	1793.32	2295.90	2771.97	3072.46	3328.57	3632.29	3840.34	4128.39	4216.48	4327.82	4533.54
fltR	early	5.00	4.00	1.00	4.99	3.99	2.00	0.00	2.00	2.00	0.00	0.00
xdtE	early	16.00	8.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cftR	early	103.02	26.99	7.99	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
gmiK	early	28.01	17.99	6.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
oyfX	late	345.06	514.75	627.54	755.13	928.93	1105.87	1229.23	1450.68	1559.07	1685.76	1990.12
kmmD	middle	291.05	351.83	377.72	403.54	399.11	461.53	465.95	443.29	427.74	416.69	386.22
zkcM	early	0.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
cvdN	early	108.02	20.99	9.99	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
spnA	early	93.02	83.96	87.94	72.92	61.86	47.95	49.89	36.94	29.98	16.99	17.01
ndlE	middle	144.03	168.92	149.89	171.80	156.65	168.83	139.69	107.83	126.92	127.91	112.06
zzuJ	early	31.01	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
fwcU	middle	2.00	3.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
uiuL	early	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
lewA	early	195.03	192.91	128.91	77.91	55.88	48.95	21.95	19.97	11.99	7.99	7.00
nwfT	early	17.00	7.00	4.00	10.99	2.99	2.00	0.00	1.00	0.00	0.00	0.00
wjgN	early	12.00	10.00	8.99	7.99	5.99	2.00	1.00	0.00	3.00	0.00	0.00
gmwA	late	301.05	384.82	364.73	460.47	537.80	504.48	558.74	619.01	580.65	618.55	631.35
kwjL	early	119.02	52.97	32.98	10.99	2.00	4.99	1.00	1.00	0.00	0.00	0.00
sgeB	middle	93.02	104.95	98.93	106.88	110.75	93.90	85.81	81.87	92.94	74.94	77.04
pmwN	middle	1.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
aazN	middle	82.01	92.96	101.93	123.86	86.81	93.90	71.84	62.90	46.97	45.97	47.03
bxyE	early	81.01	55.97	25.98	14.98	4.99	3.00	2.00	0.00	1.00	0.00	0.00
iqiP	early	19.00	18.99	11.99	16.98	11.97	6.99	3.99	0.00	1.00	1.00	0.00
lpgF	early	36.01	10.99	6.99	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
vqaU	middle	512.09	643.69	821.40	909.95	978.81	1110.86	1172.36	1240.02	1198.28	1279.06	1247.70
deqW	early	91.02	34.98	24.98	13.98	17.96	5.99	2.00	0.00	1.00	0.00	0.00
uygQ	early	4.00	2.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
dmcX	early	31.01	14.99	6.00	4.99	3.99	0.00	0.00	0.00	0.00	0.00	0.00
kmzZ	middle	50.01	57.97	39.97	34.96	42.90	43.96	32.93	30.95	14.99	10.99	12.01
ljmE	early	7.00	2.00	4.00	4.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00
omeO	early	108.02	66.97	53.96	45.95	15.96	15.98	3.99	3.00	3.00	3.00	3.00
cawW	early	40.01	38.98	35.97	32.96	24.94	16.98	16.96	14.98	7.00	6.99	9.01
zyiT	early	28.01	23.99	12.99	4.00	3.99	1.00	1.00	1.00	0.00	0.00	0.00
pdoB	late	1086.19	1264.39	1608.82	1806.92	2138.23	2303.65	2429.52	2686.70	2771.34	2788.95	3002.68
djyL	middle	39.01	50.98	25.98	22.97	13.97	11.99	3.99	1.00	2.00	2.00	0.00
crvD	early	37.01	13.99	7.99	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
jlaS	early	142.03	93.95	39.97	21.97	7.98	3.00	2.00	0.00	1.00	0.00	0.00
hizZ	middle	130.02	145.93	121.91	138.84	111.75	91.91	85.81	69.89	56.97	47.96	46.03
jgtR	early	30.01	20.99	11.99	6.99	3.99	2.00	1.00	0.00	0.00	0.00	0.00
vvyC	early	13.00	2.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
tvdR	early	1057.19	794.62	627.54	441.49	370.17	206.79	162.63	94.85	74.96	49.96	23.01
bjaS	early	210.04	144.93	90.93	59.93	36.92	14.98	7.98	5.99	4.00	2.00	0.00
ajaL	middle	71.01	89.96	68.95	58.93	60.86	53.94	37.91	32.95	31.98	20.98	18.01
lruK	middle	70.01	70.97	73.95	61.93	67.85	47.95	44.90	43.93	32.98	30.98	23.01
tokM	middle	59.01	65.97	49.96	27.97	22.95	24.97	9.98	8.99	6.00	4.00	4.00
yrzP	middle	523.09	604.71	680.50	667.23	693.45	699.29	675.48	694.89	622.63	610.55	620.35
dkvF	middle	10.00	12.99	8.99	4.99	6.98	4.99	4.99	3.99	2.00	1.00	3.00
ssvI	middle	232.04	250.88	240.82	258.70	261.42	196.80	192.57	153.75	151.91	137.90	103.06
qrqC	early	15.00	8.00	4.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
czzZ	middle	141.03	176.92	183.87	210.76	230.49	205.79	205.54	194.69	198.88	208.85	194.11
hhbU	middle	3.00	5.00	1.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
qrmA	middle	58.01	66.97	42.97	17.98	11.97	11.99	4.99	1.00	4.00	0.00	0.00
harN	middle	99.02	138.93	178.87	176.80	206.54	223.77	217.51	251.60	240.86	275.80	272.15
pqhB	early	106.02	86.96	63.95	57.93	32.93	32.97	21.95	11.98	7.00	3.00	3.00
nexK	middle	4562.82	4861.67	4926.38	4667.63	4203.61	3811.11	3437.25	3034.15	2636.42	2230.36	1950.09
rcbK	early	677.12	440.79	231.83	124.86	88.80	31.97	11.97	9.98	2.00	2.00	2.00
okyX	early	67.01	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xxuZ	middle	4.00	1.00	4.00	4.99	2.00	3.00	2.00	1.00	1.00	0.00	0.00
mzzL	middle	80.01	85.96	80.94	45.95	51.88	40.96	23.95	20.97	17.99	13.99	11.01
ougL	middle	350.06	375.82	347.74	268.69	286.36	245.75	197.55	167.73	152.91	124.91	103.06
hqtD	early	600.11	288.86	147.89	65.92	30.93	10.99	8.98	3.99	0.00	0.00	0.00
udjV	middle	160.03	168.92	173.87	169.80	180.60	187.81	166.62	190.69	155.91	170.87	144.08
ffvS	late	132.02	160.92	176.87	235.73	297.34	289.70	348.22	395.37	391.77	408.70	467.26
eoqT	middle	946.17	1307.37	1589.83	1930.78	2072.37	2252.70	2369.66	2612.82	2736.36	2864.89	2801.57
ovxX	early	453.08	242.88	123.91	54.94	31.93	9.99	10.98	1.00	0.00	0.00	1.00
iazL	early	35.01	31.98	22.98	16.98	11.97	10.99	6.98	6.99	5.00	5.00	6.00
uxgW	early	83.01	43.98	17.99	11.99	9.98	3.00	2.99	0.00	0.00	2.00	0.00
whtD	middle	74.01	81.96	74.94	44.95	47.89	36.96	23.95	15.97	20.99	7.99	12.01
vckB	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
efuE	middle	40.01	53.97	41.97	45.95	29.93	21.98	14.97	18.97	8.99	10.99	11.01
mezT	early	31.01	6.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zekQ	early	26.00	9.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
znhR	early	76.01	59.97	59.96	52.94	44.90	27.97	17.96	13.98	11.99	8.99	7.00
nmlG	early	5.00	3.00	2.00	4.00	2.00	3.00	2.00	2.00	2.00	0.00	0.00
nqgH	middle	40.01	41.98	28.98	47.94	39.91	32.97	27.94	33.95	35.98	30.98	20.01
ihjH	early	110.02	46.98	16.99	8.99	2.99	3.00	0.00	0.00	0.00	0.00	0.00
pwhM	middle	582.10	650.69	696.49	730.16	772.28	708.28	723.37	735.82	646.61	574.58	548.31
dszO	middle	258.05	282.86	228.83	201.77	164.63	153.84	131.70	93.85	70.96	62.95	44.02
kruL	early	29.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
huxY	early	43.01	31.98	18.99	2.00	6.98	5.99	2.99	0.00	0.00	0.00	0.00
rutU	early	324.06	285.86	269.80	250.71	207.54	157.84	153.65	126.80	102.94	84.94	45.03
cidZ	early	41.01	26.99	14.99	8.99	8.98	3.00	3.99	0.00	1.00	0.00	2.00
oqqP	middle	262.05	293.86	280.79	295.66	262.41	199.80	213.52	167.73	132.92	131.90	117.07
evaT	middle	13.00	17.99	11.99	14.98	7.98	10.99	8.98	3.00	6.00	4.00	2.00
qgyU	early	18.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
oqhT	late	820.15	1113.47	1232.10	1427.36	1667.28	1721.24	1836.86	1875.00	1949.83	1977.55	2128.19
elxK	middle	341.06	351.83	328.76	352.59	297.34	270.72	228.48	199.68	161.90	157.88	133.07
ifiD	early	16.00	13.99	4.00	15.98	2.00	4.00	2.99	1.00	0.00	3.00	1.00
bvoS	early	11.00	6.00	2.00	2.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00
zoaC	early	5.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
esoZ	middle	8.00	10.99	13.99	4.00	3.99	3.00	2.00	1.00	6.00	3.00	2.00
bleG	middle	637.11	775.63	849.38	788.09	904.98	873.11	785.23	755.79	632.62	609.55	588.33
odyG	middle	15.00	15.99	17.99	4.99	9.98	8.99	5.99	3.99	5.00	1.00	2.00
ipgF	middle	53.01	52.97	58.96	57.93	60.86	56.94	53.88	51.92	55.97	47.96	44.02
tmlV	early	254.05	251.88	192.86	178.79	120.73	93.90	72.84	50.92	44.97	30.98	18.01
oiiT	early	258.05	180.91	104.92	64.93	38.91	17.98	9.98	2.00	4.00	2.00	2.00
eieH	middle	151.03	140.93	168.88	161.81	152.66	128.87	100.77	108.83	112.93	66.95	52.03
npuK	early	83.01	80.96	46.97	39.95	50.89	28.97	20.95	6.99	5.00	7.99	5.00
hehU	early	315.06	234.89	197.85	131.85	82.82	48.95	34.92	19.97	15.99	8.99	4.00
mklO	early	1046.19	984.53	887.35	735.15	563.74	492.50	350.21	274.56	212.87	163.88	110.06
qsvQ	early	1126.20	1095.47	927.32	808.07	588.69	475.51	362.18	277.56	241.86	174.87	117.07
ikpL	early	54.01	36.98	41.97	32.96	13.97	11.99	7.98	3.99	3.00	1.00	1.00
vvdB	middle	69.01	51.98	70.95	56.93	70.84	39.96	51.88	42.93	24.99	24.98	28.02
wfnM	early	240.04	128.94	70.95	36.96	18.96	9.99	6.98	3.00	1.00	0.00	0.00
kjuN	early	83.01	30.99	8.99	0.00	3.99	0.00	0.00	0.00	0.00	0.00	0.00
atxT	middle	13045.34	15059.77	16049.22	16655.83	16342.51	16236.41	15730.54	14626.60	14015.62	12921.50	11740.59
zizS	early	81.01	32.98	6.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
pxuQ	early	56.01	27.99	23.98	9.99	5.99	0.00	1.00	1.00	1.00	0.00	0.00
gpnW	early	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kinP	early	209.04	110.95	30.98	12.99	6.98	1.00	0.00	0.00	1.00	0.00	0.00
sqcT	middle	1062.19	1090.48	1132.17	983.87	907.97	772.21	749.31	610.02	483.71	396.71	332.19
qbyR	middle	16.00	14.99	12.99	14.98	19.96	14.98	12.97	11.98	6.00	8.99	8.00
snzU	early	43.01	28.99	29.98	12.99	5.99	10.99	8.98	6.99	9.99	0.00	0.00
yrrX	middle	7.00	7.00	8.99	7.99	8.98	2.00	1.00	3.00	0.00	3.00	0.00
hmlN	middle	207.04	241.88	212.84	238.73	195.56	196.80	180.59	154.75	161.90	123.91	107.06
jbsF	middle	18.00	20.99	10.99	8.99	10.98	1.00	4.99	5.99	0.00	1.00	1.00
uibB	middle	6.00	8.00	2.00	4.99	4.99	1.00	3.99	1.00	0.00	1.00	1.00
mduC	early	428.08	283.86	187.86	93.89	71.84	46.95	32.93	14.98	10.99	6.00	0.00
qxcH	early	19.00	14.99	6.99	11.99	5.99	4.99	2.99	3.00	3.00	1.00	0.00
eveF	late	15.00	12.99	22.98	14.98	20.95	21.98	24.94	28.95	26.98	20.98	34.02
qutD	middle	0.00	3.00	6.99	2.00	4.99	3.00	1.00	0.00	0.00	1.00	1.00
orjV	early	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
uolK	middle	12.00	8.00	15.99	14.98	4.99	6.99	6.98	4.99	3.00	6.00	6.00
zpjL	early	6.00	2.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	0.00
jqgJ	early	81.01	60.97	34.97	14.98	10.98	9.99	4.99	3.00	1.00	0.00	0.00
ztcV	middle	32.01	41.98	25.98	29.97	16.96	18.98	12.97	7.99	8.00	6.00	1.00
ynrC	early	56.01	46.98	45.97	34.96	29.93	16.98	10.98	7.99	7.00	6.99	3.00
qzzG	early	320.06	223.89	160.88	113.87	81.82	61.94	31.93	21.96	17.99	5.00	10.01
nuyO	early	19.00	18.99	16.99	9.99	9.98	8.99	7.98	9.98	7.00	6.99	5.00
mmxD	early	4.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
pteU	early	16.00	6.00	7.99	6.99	6.98	2.00	3.99	6.99	1.00	2.00	1.00
haxI	early	365.07	268.87	213.84	157.82	90.80	63.93	59.87	30.95	18.99	11.99	7.00
gdgY	early	100.02	99.95	91.93	68.92	76.83	47.95	37.91	44.93	44.97	19.99	25.01
pxuH	early	19.00	18.99	9.99	9.99	6.98	2.00	2.99	1.00	0.00	2.00	0.00
oucP	early	93.02	65.97	45.97	42.95	26.94	12.99	7.98	9.98	8.00	1.00	1.00
syoC	early	13.00	8.00	6.00	7.99	10.98	4.00	3.99	2.00	1.00	1.00	1.00
wuiK	early	90.02	72.96	39.97	19.98	6.98	10.99	5.99	1.00	2.00	2.00	0.00
vggW	early	168.03	125.94	90.93	57.93	51.88	26.97	29.93	13.98	6.00	6.00	2.00
wisB	middle	9.00	10.00	4.00	5.99	3.99	2.00	3.99	3.99	5.00	2.00	1.00
cbhT	middle	19.00	27.99	21.98	24.97	30.93	23.98	19.96	10.98	13.99	11.99	6.00
nxiF	early	44.01	23.99	35.97	25.97	17.96	26.97	12.97	12.98	9.99	6.00	4.00
vwhK	middle	53.01	84.96	81.94	94.89	132.70	134.86	168.62	201.68	172.90	187.86	195.11
udsC	middle	122.02	155.93	166.88	190.78	206.54	182.81	193.56	185.70	173.90	171.87	166.09
jhyF	early	20.00	18.99	16.99	6.99	3.99	2.00	2.00	1.00	0.00	0.00	0.00
mdpL	middle	473.08	539.74	476.65	452.48	405.10	352.64	316.29	241.61	204.88	213.84	164.09
nsyH	early	51.01	50.98	46.97	37.96	33.92	24.97	20.95	14.98	11.99	11.99	7.00
arxQ	early	635.11	53.97	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
vnfI	early	263.05	117.94	39.97	20.98	4.99	3.00	1.00	1.00	1.00	0.00	0.00
tiwC	early	35.01	27.99	22.98	11.99	9.98	5.99	4.99	1.00	2.00	5.00	2.00
zsoZ	early	18.00	5.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
lqsR	late	1913.34	2437.83	2853.91	3413.07	3752.62	4137.77	4508.84	4679.51	5028.99	5141.22	5339.00
ktcX	middle	243.04	281.86	285.79	229.74	222.50	176.82	160.64	144.77	145.91	124.91	87.05
kmsO	early	300.05	270.87	254.81	177.80	146.67	114.88	98.78	65.89	41.97	37.97	34.02
hdzH	early	147.03	91.96	60.96	31.96	16.96	14.98	12.97	6.99	0.00	0.00	0.00
xlwG	early	703.13	584.72	420.69	353.59	250.44	182.81	135.69	77.88	73.96	44.97	26.01
vlnF	middle	82.01	99.95	91.93	87.90	87.80	68.93	46.89	51.92	33.98	28.98	32.02
gmlI	middle	346.06	373.82	374.72	339.61	363.19	321.67	261.41	231.63	216.87	189.86	153.09
wevH	early	31.01	10.00	8.99	3.00	2.99	2.00	0.00	0.00	0.00	0.00	0.00
oeoY	early	13.00	10.00	7.99	3.00	5.99	1.00	1.00	1.00	1.00	3.00	0.00
zgmN	middle	50.01	61.97	48.96	56.93	43.90	42.96	33.92	41.93	38.98	18.99	23.01
tkyQ	early	27.00	10.00	9.99	4.99	2.00	3.00	1.00	0.00	0.00	0.00	0.00
cjxS	early	12.00	11.99	8.99	7.99	6.98	3.00	1.00	2.00	2.00	3.00	1.00
dniA	early	571.10	61.97	7.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
xrsY	early	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
wmdA	early	48.01	39.98	32.98	29.97	12.97	10.99	6.98	3.00	3.00	1.00	0.00
jbsL	early	94.02	80.96	52.96	70.92	48.89	44.95	38.91	25.96	29.98	11.99	12.01
yflD	middle	6.00	10.00	2.00	1.00	4.99	1.00	2.00	1.00	1.00	0.00	0.00
eqeH	late	639.11	814.61	893.34	1009.84	1106.53	1246.73	1222.25	1250.00	1219.27	1267.07	1289.72
rgiG	middle	74.01	89.96	80.94	124.86	119.73	115.88	142.68	153.75	126.92	128.91	133.07
hzpB	middle	120.02	128.94	138.90	113.87	126.72	129.87	91.79	106.83	94.94	110.92	65.04
ayuX	middle	7.00	7.00	12.99	13.98	6.98	5.99	2.99	3.00	6.00	4.00	1.00
yytG	early	49.01	30.99	24.98	20.98	10.98	4.00	2.99	1.00	0.00	1.00	1.00
xgzF	late	59.01	92.96	101.93	140.84	131.71	150.85	186.58	206.67	224.87	225.83	279.16
dlsF	early	86.02	35.98	18.99	5.99	1.00	0.00	0.00	0.00	0.00	0.00	0.00
rdxF	middle	173.03	244.88	254.81	282.67	348.22	373.62	460.96	436.30	496.70	443.67	474.27
dhpX	early	41.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
pggB	middle	284.05	322.85	351.74	403.54	372.17	396.59	372.16	355.43	341.80	286.79	293.16
ktzS	middle	576.10	615.70	571.58	552.36	471.95	412.58	367.17	330.47	254.85	225.83	176.10
ndgG	middle	13.00	20.99	13.99	12.99	11.97	7.99	16.96	12.98	7.00	10.99	7.00
qyoD	early	23.00	22.99	6.00	6.99	2.00	3.00	1.00	0.00	0.00	1.00	0.00
xsoW	early	132.02	59.97	24.98	3.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
ibrS	early	36.01	13.99	8.99	8.99	7.98	0.00	0.00	0.00	0.00	0.00	0.00
idaI	middle	59.01	63.97	48.96	42.95	31.93	29.97	21.95	15.97	13.99	10.99	8.00
tyaP	early	222.04	195.91	171.87	137.84	113.75	90.91	74.83	55.91	63.96	38.97	41.02
zcpM	early	154.03	133.94	119.91	85.90	89.80	76.92	68.84	63.90	39.98	31.98	24.01
medA	late	2061.37	2660.72	3143.69	3541.92	3907.28	4135.77	4465.93	4463.86	4780.14	4942.37	5017.81
ehyE	early	51.01	27.99	25.98	22.97	12.97	19.98	5.99	6.99	9.99	4.00	3.00
rpnV	early	17.00	11.99	2.00	2.00	2.99	0.00	1.00	0.00	0.00	0.00	0.00
mjuW	early	545.10	501.76	414.70	308.64	264.41	173.82	130.71	87.86	80.95	49.96	35.02
rkeR	early	555.10	407.80	276.80	171.80	97.78	60.94	38.91	23.96	14.99	8.99	3.00
hdlZ	early	1044.19	816.61	641.53	427.51	322.28	193.80	115.74	88.86	52.97	38.97	27.02
rwnB	middle	18.00	20.99	13.99	13.98	20.95	18.98	15.96	14.98	8.00	13.99	11.01
pqqI	early	24.00	8.00	5.00	3.00	5.99	6.99	1.00	1.00	1.00	0.00	1.00
tqiL	middle	44.01	37.98	27.98	42.95	51.88	48.95	58.87	63.90	54.97	59.96	46.03
tavK	early	12.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
anyT	early	15.00	10.00	3.00	3.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00
jyuY	middle	249.04	306.85	257.81	262.70	248.45	218.78	199.55	175.72	159.90	158.88	134.08
mshU	early	200.04	198.90	194.86	150.83	112.75	129.87	104.76	80.87	68.96	49.96	46.03
sidE	middle	157.03	211.90	255.81	280.68	260.42	250.74	319.28	332.47	289.83	293.78	324.18
zlgN	early	62.01	37.98	34.97	24.97	15.96	7.99	12.97	7.99	1.00	2.00	3.00
lbaW	early	9.00	6.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jdbV	middle	2571.46	2887.61	2861.90	2727.86	2511.39	2299.65	2069.34	1806.11	1683.99	1373.99	1204.68
pvwL	early	47.01	18.99	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zciS	middle	37.01	53.97	50.96	43.95	47.89	44.95	26.94	39.94	35.98	40.97	33.02
wicQ	middle	222.04	274.87	342.75	395.54	375.16	361.63	410.08	421.33	399.76	409.70	379.21
grxH	early	48.01	10.99	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
njeY	middle	127.02	140.93	179.87	192.78	227.49	228.77	252.43	285.54	252.85	262.81	250.14
xwyX	early	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
nmbP	middle	11.00	11.99	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
jhoZ	early	19.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
kbxY	late	31.01	50.98	54.96	50.94	55.88	52.95	63.86	61.90	68.96	68.95	79.04
fftB	early	307.05	223.89	166.88	156.82	98.78	93.90	56.87	31.95	26.98	23.98	17.01
wsxS	middle	1207.22	1270.39	1404.97	1311.49	1363.95	1164.81	1126.46	1078.27	914.45	810.40	704.40
arrD	middle	22.00	27.99	12.99	4.00	3.99	4.00	1.00	2.00	0.00	0.00	0.00
kasA	middle	1664.30	1734.17	1628.80	1540.23	1343.00	1181.79	1049.63	871.61	724.57	598.56	485.27
wfrM	early	12.00	10.00	3.00	4.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
pkzE	early	18.00	7.00	10.99	7.99	3.99	2.00	1.00	0.00	0.00	1.00	1.00
wsdW	late	598.11	828.60	946.31	1157.67	1244.22	1393.58	1501.62	1586.46	1710.98	1834.65	1879.05
yheF	middle	381.07	463.78	437.68	529.39	567.73	529.46	503.86	493.21	510.69	472.65	463.26
npdG	middle	221.04	222.89	273.80	270.69	279.38	255.74	271.39	234.62	233.86	233.83	189.11
ysdW	middle	95.02	106.95	148.89	191.78	214.52	260.73	294.34	316.49	330.80	367.73	366.21
ahwV	early	14.00	4.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
djnH	early	180.03	95.95	31.98	15.98	6.98	4.00	0.00	0.00	0.00	0.00	0.00
biaY	early	7.00	6.00	4.00	1.00	2.00	2.00	0.00	1.00	0.00	1.00	0.00
nroN	early	237.04	156.92	94.93	62.93	37.92	30.97	13.97	3.99	3.00	2.00	2.00
jrsV	early	15.00	9.00	8.99	5.99	2.00	1.00	1.00	0.00	0.00	0.00	0.00
vccS	early	16.00	11.99	8.99	4.99	2.00	5.99	1.00	0.00	0.00	0.00	0.00
